product_name,generic_name,quantity,brands,brands_tags,categories,categories_tags,categories_en
Mangues séchées,,250g,Kazidomi,kazidomi,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Produits déshydratés,Fruits et produits dérivés,Aliments à base de plantes séchées,Fruits,Fruits tropicaux,Fruits secs,Mangues séchées,Mangues","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:fruits,en:tropical-fruits,en:dried-fruits,en:dried-mangoes,en:mangoes","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Tropical fruits,Dried fruits,Dried mangoes,Mangoes"
Abricots,,250g,Kazidomi,kazidomi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dried apricots","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:fruits,en:dried-fruits,en:dried-apricots","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dried apricots"
,,,Aptonia,aptonia,,,
Miel,,,,,,,
Root Beer,,33 cl e,A&W,a-w,"Boissons, Boissons gazeuses, Sodas, Boissons avec sucre ajouté, Root Beers","en:beverages,en:carbonated-drinks,en:sodas,en:sweetened-beverages,fr:root-beers","Beverages,Carbonated drinks,Sodas,Sweetened beverages,fr:root-beers"
Jus d'orange 33cl,,,,,,,
Palets au beurre,,1kg,St Michel,st-michel,,,
Sables a la noix de coco,,,,,,,
Biscuits sablés fourrage au cacao,Biscuits sablés déclassés fourrage au cacao,1 kg,St Michel,st-michel,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Shortbread cookies"
,,,,,,,
A&w - Root Beer - 355ml,,,A&W,a-w,Boissons,en:beverages,Beverages
Nerds,,,Nestle OGM,nestle-ogm,,,
Quiche Lorraine,Quiche lorraine,1 400 kg,Kirkland Signature,kirkland-signature,"Plats préparés, Pizzas tartes salées et quiches, Quiches, Quiches lorraines","en:meals,en:pizzas-pies-and-quiches,en:quiches,en:lorraine-quiche","Meals,Pizzas pies and quiches,Quiches,Lorraine quiche"
Pâté au poulet,Pâté à la viande,1250 kg,Kirkland Signature,kirkland-signature,"Viandes, Volailles, Poulets, Poulets cuisinés","en:meats,en:poultries,en:chickens,en:cooked-chicken","Meats,Poultries,Chickens,Cooked chicken"
Fèves de cacao,,250g,Kazidomi,kazidomi,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts","en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts"
Compote de Pomme,,40 g,Mx3,mx3,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Desserts, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Produits lyophilisés à reconstituer, Compotes, Compotes de pomme","en:plant-based-foods-and-beverages,en:plant-based-foods,en:desserts,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:compotes,en:dried-products-to-be-rehydrated,en:apple-compotes","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Dried products,Fruits based foods,Compotes,Dried products to be rehydrated,Apple compotes"
Bonbons acidulés Raisin Fraise,Bonbons acidulés Raisin Fraise,"46,7 g","Wonka,Nerds","wonka,nerds","Snacks, Snacks sucrés, Confiseries, Bonbons","en:snacks,en:sweet-snacks,en:confectioneries,en:candies","Snacks,Sweet snacks,Confectioneries,Candies"
Papas en Hojuelas,,,Bell’s,bell-s,,,
Chocolat de couverture noir,,,,,,,
Chocolat de couverture lait,,,,,,,
Chocolat de couverture blanc,,,,,,,
Thé noir aromatisé violette et fleurs,,,Alice Délice,alice-delice,Boissons,en:beverages,Beverages
The noir aromatisé fruits rouges,,,,,,,
Thé noir aromatisé vanille-chocolat,,,,,,,
Thé de Noël aromatisé orange-cannelle,,75 g,Alice Délice,alice-delice,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Thés noirs, Thés aromatisés, Thés noirs aromatisés, Boissons sans sucre ajouté","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:black-teas,en:flavored-teas,en:flavored-black-teas,en:unsweetened-beverages","Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Plant-based beverages,Teas,Herbal teas,Black teas,Flavored teas,Flavored black teas,Unsweetened beverages"
Colorant alimentaire,,,,,"Additifs alimentaires, Colorants alimentaires","en:food-additives,en:food-colorings","Food additives,Food colorings"
Colorant alimentaire,,,,,,,
Pépite de chocolat blanc,,,,,,,
Sirops pour ganache macarons,,4 x 5 cl,Alice Délice,alice-delice,"Sirops, Sirops pour ganache","en:syrups,fr:sirops-pour-ganache","Syrups,fr:sirops-pour-ganache"
Feutre alimentaire noir,,,Alice Délice,alice-delice,Décorations alimentaires,en:food-decorations,Food decorations
Colorant alimentaire rouge,,,,,,,
,,,,,,,
Glaçage fondant,,,Alice Délice,alice-delice,,,
Glaçage fondant,,,,,,,
Glaçage fondant,,,Alice Délice,alice-delice,,,
Pate d'amandes,,,,,"Pâtes d'amande, Massepain","en:marzipan,en:almond-paste","Marzipan,Almond paste"
Pate d'amandes,,,,,,,
Pâte d'Amandes,Pâte d'Amandes,,Alice Délice,alice-delice,"Pâtes d'amande, Massepain","en:marzipan,en:almond-paste","Marzipan,Almond paste"
Stylo déco rouge sang,,,,,,,
Preparation mug cake chocolat-caramel au beurre salé,,,Alice Délice,alice-delice,,,
Maïs popcorn,,,,,,,
Mini Confettis,,,Alice Délice,alice-delice,,,
Pâte à sucre rouge,,,,,,,
,,,,,,,
Colorant alimentaire,,,,,"Additifs alimentaires, Colorants alimentaires","en:food-additives,en:food-colorings","Food additives,Food colorings"
Colorant Alimentaire Rouge velours en spray,,,,,"Additifs alimentaires, Colorants alimentaires","en:food-additives,en:food-colorings","Food additives,Food colorings"
Colorant alimentaire velour marron,,,,,,,
Colorant alimentaire bleu velours en spray,,,Alice Delice,alice-delice,"Additifs alimentaires, Colorants alimentaires","en:food-additives,en:food-colorings","Food additives,Food colorings"
Pâte à Sucre,Pâte à Sucre - Fondant,250 g,Alice Délice,alice-delice,"Snacks, Snacks sucrés, Confiseries, Aides culinaires, Aides à la pâtisserie, Pâtes à sucre, Décorations","en:snacks,en:sweet-snacks,en:confectioneries,en:cooking-helpers,en:pastry-helpers,fr:pates-a-sucre,fr:decorations","Snacks,Sweet snacks,Confectioneries,Cooking helpers,Pastry helpers,fr:Pâtes à sucre,fr:decorations"
Praliné Amande Et Noisette,,,Alice Délice,alice-delice,,,
Œuf chocolat lait praliné,,,,,,,
Chocolat de couverture noir,,,,,,,
Stylo glaçage blanc,,,,,,,
Stylo glacage,,,,,,,
Stylo glaçage rose,,,Alice Délice,alice-delice,,,
Stylo glaçage bleu,,,,,,,
Spray Alimentaire Paillette Dorees,,,,,,,
Alice Délice pépites chocolat lait,,,,,,,
Pâte à sucre,,,,,,,
Pâte à sucre,,,,,,,
Pâte à sucre,,250g,Alice Délice,alice-delice,,,
Pâte à sucre orange,,,,,,,
Pate a sucre,,,,,"Aides culinaires, Aides à la pâtisserie, Pâtes à sucre","en:cooking-helpers,en:pastry-helpers,fr:pates-a-sucre","Cooking helpers,Pastry helpers,fr:Pâtes à sucre"
Pâte à sucre,,,,,"Édulcorants, Sucres","en:sweeteners,en:sugars","Sweeteners,Sugars"
Pate a sucre Alice Delice,,,Alice delice,alice-delice,,,
Décors sucrés,,,Alice Délice,alice-delice,,,
Décros sucrés,,,Kitchen Academy,kitchen-academy,,,
Preparation biscuits nature,,,,,,,
Preparation biscuits cacao/noisette,,,Alice Delices,alice-delices,,,
CHOCOLAT LAIT 50%,,,,,,,
Chocolat lait noisette,,,Alice Délice,alice-delice,,,
Chocolat noir Irish whisky,,,,,,,
Pop corn,,,,,,,
Pâte à tartiner Lait Noisette Pétillant,,,,,,,
Pâte à tartiner Noir noisettes pistache,,,,,,,
Multigrain Ciabatta Buns,,1 bun,Kirkland ,kirkland,,,
Fondant au chocolat,,,,,,,
Carrot cake,,,,,,,
Crêpes maison,,,,,,,
Jambon de porc Manex,,,,,,,
Brioches roulées avec raisins,Pâtisserie,0.900 kg,Kirkland Signature,kirkland-signature,"Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:pastries","Snacks,Sweet snacks,Biscuits and cakes,Pastries"
Chocolat noir amandes caramelisées,,,Cyril Lignac,cyril-lignac,,,
เล็บมือนาง (ตีนไก่ ),chicken feet,500 g,Thai import,thai-import,Chicken feet,en:chicken-feet,Chicken-feet
Miel de lavande,,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de lavande","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:lavender-honey","Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Lavender honey"
Kochspeck,,686 g,Bannholz,bannholz,,,
Hot Dog Relish,,296 ml,Heinz,heinz,,,
Pâtes à l'épeautre - Rêve de Neptune,,500g,Kazidomi,kazidomi,en:pastas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas"
Cassoulet à la graisse d’oie,,,William saurin,william-saurin,,,
Dattes Mejdoul,,500g,Kazidomi,kazidomi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dates","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:fruits,en:dried-fruits,en:dates","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Fruits,Dried fruits,Dates"
Chocolat,,,,,,,
Tripoux,,,,,"Plats préparés, Produits à la viande, Plats préparés à la viande, Plats au mouton, Tripoux","en:meals,en:meat-based-products,en:meals-with-meat,en:sheep-dishes,fr:tripoux","Meals,Meat-based products,Meals with meat,Sheep dishes,fr:Tripoux"
,,,,,,,
Hachis parmentier,,,,,,,
Confiture pommes-mûres,,,,,,,
Côtes du Rhône Villages 2014,,75 cl e,Union des Vignerons des Cotes du Rhône,union-des-vignerons-des-cotes-du-rhone,"Boissons, Boissons alcoolisées, Vins, Vins français, Vins rouges, Côtes du Rhône, Côtes du Rhône Villages","en:beverages,en:alcoholic-beverages,en:wines,en:red-wines,en:wines-from-france,fr:cotes-du-rhone,fr:cotes-du-rhone-villages","Beverages,Alcoholic beverages,Wines,Red wines,Wines from France,fr:Côtes du Rhône,fr:Côtes du Rhône Villages"
Butter Croissants,,,Fresh & Easy,fresh-easy,,,
Wild Blueberry Muffins,,,Fresh & Easy,fresh-easy,,,
Bolillos,,,Fresh & Easy,fresh-easy,,,
Biscuit,,,Fresh & Easy,fresh-easy,,,
Biscuit,,,Fresh & Easy,fresh-easy,,,
Oatmeal Raisin Cookie,,,"Giant,  Fresh & Easy","giant,fresh-easy",,,
Sliced Plain Bagel,,,Fresh & Easy,fresh-easy,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Bagel breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads"
Scone,,,Fresh & Easy,fresh-easy,,,
Belgian Vanilla Waffle,,,Fresh & Easy,fresh-easy,,,
Seasonal Cookie Platter,,,Fresh & Easy,fresh-easy,,,
Muffin,,,Fresh & Easy,fresh-easy,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Muffins","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:muffins","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Muffins"
Muffin,,,Fresh & Easy,fresh-easy,,,
Freshly Baked Italian Loaf,,,Fresh & Easy,fresh-easy,,,
Freshly Baked Apple Pie,,,Fresh & Easy,fresh-easy,,,
Snickerdoodle Cookies,,,Fresh & Easy,fresh-easy,,,
Freshly Baked In Store Cherry Turnover,,,Fresh & Easy,fresh-easy,,,
Apple Turnover,,,Fresh & Easy,fresh-easy,"Snacks, Sweet snacks, Viennoiseries, Apple turnovers","en:snacks,en:sweet-snacks,en:viennoiseries,en:apple-turnovers","Snacks,Sweet snacks,Viennoiseries,Apple turnovers"
Pineapple Coconut Muffins,,,Fresh & Easy,fresh-easy,,,
Assorted Strudel Bite,,,Fresh & Easy,fresh-easy,,,
Freshly Baked Chocolat Croissant,,,Fresh & Easy,fresh-easy,,,
Cornbread,,,Fresh & Easy,fresh-easy,,,
La Brea Bakery Ciabatta Loaf Freshly Baked In Store,,,Fresh & Easy,fresh-easy,,,
Al-Seedawi,,800g,Al_Seedawi,al-seedawi,,,
Crema de leche,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Renuvo,,,,,,,
Zumo de Piña,,,Vita fit,vita-fit,,,
Clyde and the caterpillar cake,,,,,,,
Belgische Pralinen,Pralinenmischung,250 g,J. D. Gross,j-d-gross,"Imbiss, Süßwaren, Konfekt, Schokoladenkonfekt, Pralinen","en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies,en:bonbons","Snacks,Sweet snacks,Confectioneries,Chocolate candies,Bonbons"
Belgian Choc Chip Waffle,,,Fresh & Easy,fresh-easy,,,
Chocolate Scone,,,Fresh & Easy,fresh-easy,,,
,,180 g,,,,,
Foie gras de canard entier du sud-ouest,,,,,"Poissons et viandes et oeufs, Foies gras, Foies gras de canard, Foies gras entiers, Foies gras de canard entiers","en:fish-and-meat-and-eggs,en:foies-gras,en:foies-gras-from-ducks,en:whole-foies-gras,en:whole-foies-gras-from-ducks","Fish and meat and eggs,Foies gras,Foies gras from ducks,Whole foies gras,Whole foies gras from ducks"
Jus d'orange 25cl,,,,,,,
Confiture de fraises et griottes,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Petit-déjeuners, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits, Confitures de fruits rouges, Confitures de fraises","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:fruits-based-foods,en:jams,en:fruit-jams,en:berry-jams,en:strawberry-jams","Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Plant-based spreads,Sweet spreads,Fruit preserves,Fruits based foods,Jams,Fruit jams,Berry jams,Strawberry jams"
Boule de pain,,,,,,,
Boule tranchée,,,,,,,
Pain complet tranché,,,,,,,
PAIN AU SON,,,,,,,
Pain de mie,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads"
Gros pain,,,,,,,
Couronne des rois,,,,,,,
Baguette Cereale,,,,,,,
Donuts fourrage vanille,Donuts fourrage vanille,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts"
Pain seigle,,,,,,,
Eclairs choco X2,,,,,,,
Pain,,,,,,,
Baguette,,,,,,,
Donut's nature sucre,,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Donuts","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Doughnuts"
mini doony's chocolat x8,,8,e.leclerc,e-leclerc,"Biscuits et gâteaux, Gâteaux, Donuts","en:biscuits-and-cakes,en:cakes,en:doughnuts","Biscuits and cakes,Cakes,Doughnuts"
Maxi pain au chocolat,,,,,,,
Riz basmati - blanc,,,,,,,
hrenovka za pečenje na žaru hofer,,,,,,,
Clémentines,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Agrumes, Mandarines, Clémentines","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:citrus,en:mandarin-oranges,en:clementines","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Citrus,Mandarin oranges,Clementines"
Nuez chilena,,,,,,,
,,,,,,,
PAINS CHOCO AOP X 5,,,,,,,
Torsade chocolat x4,,,,,,,
Plain bagels,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Bagel","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads"
Crêpe fabrication maison,,,,,,,
,,,,,,,
Luxury Christmas Pudding,,454g,"Asda,Asda Extra Special","asda,asda-extra-special","Desserts, Puddings, Christmas Puddings","en:desserts,en:puddings,en:christmas-puddings","Desserts,Puddings,Christmas Puddings"
Luxury Christmas Pudding,,907g,"Asda,Asda Extra Special","asda,asda-extra-special","Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes, Puddings, Christmas Puddings","en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:puddings,en:christmas-puddings","Snacks,Desserts,Sweet snacks,Biscuits and cakes,Cakes,Puddings,Christmas Puddings"
Schoko Duo,,,Biscotto,biscotto,,,
Kartoffelpüree (zubereitet),,,Holstensegen,holstensegen,,,
Mendiants - Studentenhaver,,,,,,,
From.fond.ste Creme 23%MG,,,,,,,
Pastille Vichy,"Bonbon Vichy avec édulcorants, parfum menthe",19 g e,Vichy,vichy,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons sans sucres, Pastilles","en:snacks,en:sweet-snacks,en:confectioneries,en:candies,fr:bonbons-sans-sucres,fr:pastilles","Snacks,Sweet snacks,Confectioneries,Candies,fr:bonbons-sans-sucres,fr:pastilles"
Noix du Brésil,,250g,Kazidomi,kazidomi,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Nuts and their products,Dried products,Fruits based foods,Nuts,Dried plant-based foods,Dried fruits,Brazil nuts","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:nuts-and-their-products,en:dried-products,en:fruits-based-foods,en:nuts,en:dried-plant-based-foods,en:dried-fruits,en:brazil-nuts","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Nuts and their products,Dried products,Fruits based foods,Nuts,Dried plant-based foods,Dried fruits,Brazil nuts"
Kitkat White Wafers,,,,,"Snacks, Snacks sucrés, Confiseries, Confiseries chocolatées, Barres, Barres chocolatées, Barres chocolatées biscuitées","en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies,en:bars,en:chocolate-bars,en:chocolate-biscuity-bars","Snacks,Sweet snacks,Confectioneries,Chocolate candies,Bars,Chocolate bars,Chocolate biscuity bars"
Reese's sticks,,"2,20 g",Nutrition Facts,nutrition-facts,,,
Big cup,,,,,,,
Cookies 'n' creme,,,,,,,
Reese's,,,,,,,
Thé vert s’enchaîne bio,,100gr,Folie natura,folie-natura,,,
Reese's 2 Peanut Butter Cups,,,Reese,reese,,,
Céleri Rémoulade,,,,,"Plats préparés, Légumes préparés, Céleris Rémoulade","en:meals,en:prepared-vegetables,fr:celeris-remoulade","Meals,Prepared vegetables,fr:Céleris Rémoulade"
Physalis,,,,,,,
Lapin en morceaux,,1875 g,,,,,
Croissant,,,,,,,
37CL Cornichons Aigre Doux Kuhne,,,Kuhne,kuhne,,,
Cornichons Aigres-doux Recette Paysanne - Kûhn,,,,,,,
Cornichons à La Russe Kühne 970 G (530 G égoutté),,,,,,,
M&M's Peanut Butter,M&M's beurre de cacahuète,46.2 g,"M&M's,Mars,Mars Chocolat","m-m-s,mars,mars-chocolat","Snacks, Snacks sucrés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Cacahuètes au chocolat","en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies,en:bonbons,en:chocolate-covered-nuts,en:chocolate-covered-peanuts","Snacks,Sweet snacks,Confectioneries,Chocolate candies,Bonbons,Chocolate covered nuts,Chocolate covered peanuts"
"Pepsi, Nouveau goût !",Boisson gazeuse rafraîchissante aux extraits naturels de végétaux,15 cl,Pepsi,pepsi,"Boissons, Boissons gazeuses, Sodas, Sodas au cola, Boissons avec sucre ajouté","en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:sweetened-beverages","Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages"
